State,County,Land Area
Kansas,Wilson,574.97
Kansas,Woodson,505.45
Kansas,Wyandotte,155.69
Kentucky,Adair,412.23
Kentucky,Allen,352.04
Kentucky,Anderson,204.28
Kentucky,Ballard,273.6
Kentucky,Barren,499.93
Kentucky,Bath,283.94
Kentucky,Bell,361.35
Kentucky,Boone,256.96
Kentucky,Bourbon,291.66
Kentucky,Boyd,161.82
Kentucky,Boyle,182.99
Kentucky,Bracken,208.89
Kentucky,Breathitt,495.29
Kentucky,Breckinridge,585.53
Kentucky,Bullitt,300.2
Kentucky,Butler,431.52
Kentucky,Caldwell,348.18
Kentucky,Calloway,410.79
Kentucky,Campbell,159.43
Kentucky,Carlisle,199.02
Kentucky,Carroll,137.27
Kentucky,Carter,412.15
Kentucky,Casey,445.73
Kentucky,Christian,724.01
Kentucky,Clark,255.16
Kentucky,Clay,471.08
Kentucky,Clinton,205.54
Kentucky,Crittenden,370.95
Kentucky,Cumberland,310.85
Kentucky,Daviess,476.27
Kentucky,Edmonson,308.01
Kentucky,Elliott,235.2
Kentucky,Estill,255.7
Kentucky,Fayette,285.52
Kentucky,Fleming,351.47
Kentucky,Floyd,395.46
Kentucky,Franklin,212.11
Kentucky,Fulton,230.55
Kentucky,Gallatin,104.67
Kentucky,Garrard,233.88
Kentucky,Grant,260.79
Kentucky,Graves,556.46
Kentucky,Grayson,510.85
Kentucky,Green,288.78
Kentucky,Greenup,354.51
Kentucky,Hancock,198.92
Kentucky,Hardin,629.86
Kentucky,Harlan,467.97
Kentucky,Harrison,309.88
Kentucky,Hart,417.91
Kentucky,Henderson,467.24
Kentucky,Henry,291.11
Kentucky,Hickman,252.94
Kentucky,Hopkins,554.23
Kentucky,Jackson,346.57
Kentucky,Jefferson,398.58
Kentucky,Jessamine,174.45
Kentucky,Johnson,263.94
Kentucky,Kenton,164.38
Kentucky,Knott,353.01
Kentucky,Knox,387.71
Kentucky,Larue,263.72
Kentucky,Laurel,443.74
Kentucky,Lawrence,420.12
Kentucky,Lee,211.22
Kentucky,Leslie,404.36
Kentucky,Letcher,339.12
Kentucky,Lewis,495.7
Kentucky,Lincoln,336.47
Kentucky,Livingston,342.2
Kentucky,Logan,557.1
Kentucky,Lyon,256.42
Kentucky,Madison,443.11
Kentucky,Magoffin,309.44
Kentucky,Marion,346.86
Kentucky,Marshall,340.32
Kentucky,Martin,230.81
Kentucky,Mason,246.6
Kentucky,McCracken,268.08
Kentucky,McCreary,430.64
Kentucky,McLean,256.17
Kentucky,Meade,324.22
Kentucky,Menifee,206.03
Kentucky,Mercer,253.11
Kentucky,Metcalfe,290.96
Kentucky,Monroe,332.11
Kentucky,Montgomery,198.8
Kentucky,Morgan,383.73
Kentucky,Muhlenberg,479.43
Kentucky,Nelson,424.07
Kentucky,Nicholas,196.85
Kentucky,Ohio,596.73
Kentucky,Oldham,196.54
Kentucky,Owen,354.16
Kentucky,Owsley,198.09
Kentucky,Pendleton,281.87
Kentucky,Perry,342.64
Kentucky,Pike,788.84
Kentucky,Powell,180.2
Kentucky,Pulaski,677.05
Kentucky,Robertson,100.11
Kentucky,Rockcastle,318.06
Kentucky,Rowan,286.25
Kentucky,Russell,282.82
Kentucky,Scott,285.3
Kentucky,Shelby,385.65
Kentucky,Simpson,236.19
Kentucky,Spencer,191.8
Kentucky,Taylor,277.05
Kentucky,Todd,376.97
Kentucky,Trigg,481.13
Kentucky,Trimble,156.23
Kentucky,Union,363.43
Kentucky,Warren,547.69
Kentucky,Washington,301.52
Kentucky,Wayne,484.2
Kentucky,Webster,335.68
Kentucky,Whitley,445.15
Kentucky,Wolfe,222.86
Kentucky,Woodford,191.98
Louisiana,Acadia,657.62
Louisiana,Allen,765.67
Louisiana,Ascension,302.88
Louisiana,Assumption,364.55
Louisiana,Avoyelles,865.67
Louisiana,Beauregard,1165.99
Louisiana,Bienville,821.77
Louisiana,Bossier,866.93
Louisiana,Caddo,936.9
Louisiana,Calcasieu,1094.34
Louisiana,Caldwell,540.72
Louisiana,Cameron,1931.6
Louisiana,Catahoula,739.43
Louisiana,Claiborne,767.55
Louisiana,Concordia,748.68
Louisiana,De Soto,894.49
Louisiana,East Baton Rouge,470.54
Louisiana,East Carroll,442.45
Louisiana,East Feliciana,455.69
Louisiana,Evangeline,679.61
Louisiana,Franklin,635.43
Louisiana,Grant,664.56
Louisiana,Iberia,1030.86
Louisiana,Iberville,652.84
Louisiana,Jackson,580.34
Louisiana,Jefferson,642.41
Louisiana,Jefferson Davis,658.58
Louisiana,La Salle,662.36
Louisiana,Lafayette,270.29
Louisiana,Lafourche,1472.19
Louisiana,Lincoln,472.27
Louisiana,Livingston,702.84
Louisiana,Madison,650.53
Louisiana,Morehouse,805.2
Louisiana,Natchitoches,1299.3
Louisiana,Orleans,350.21
Louisiana,Ouachita,632.7
Louisiana,Plaquemines,2428.54
Louisiana,Pointe Coupee,590.68
Louisiana,Rapides,1361.96
Louisiana,Red River,402.08
Louisiana,Richland,564.51
Louisiana,Sabine,1011.51
Louisiana,St. Bernard,1793.75
Louisiana,St. Charles,410.16
Louisiana,St. Helena,409.46
Louisiana,St. James,257.79
Louisiana,St. John the Baptist,347.84
Louisiana,St. Landry,938.83
Louisiana,St. Martin,816.46
Louisiana,St. Mary,1118.83
Louisiana,St. Tammany,1124.08
Louisiana,Tangipahoa,823.12
Louisiana,Tensas,641.2
Louisiana,Terrebonne,2079.9
Louisiana,Union,905.28
Louisiana,Vermilion,1538.31
Louisiana,Vernon,1341.51
Louisiana,Washington,675.97
Louisiana,Webster,615.07
Louisiana,West Baton Rouge,203.62
Louisiana,West Carroll,360.32
Louisiana,West Feliciana,426.01
Louisiana,Winn,956.91
Maine,Androscoggin,497.23
Maine,Aroostook,6828.79
Maine,Cumberland,1216.89
Maine,Franklin,1744.31
Maine,Hancock,2351.03
Maine,Kennebec,951.18
Maine,Knox,1142.1
Maine,Lincoln,699.81
Maine,Oxford,2175.26
Maine,Penobscot,3556.14
Maine,Piscataquis,4377.36
Maine,Sagadahoc,370.19
Maine,Somerset,4095.37
Maine,Waldo,852.74
Maine,Washington,3254.91
Maine,York,1271.34
Maryland,Allegany,429.82
Maryland,Anne Arundel,587.9
Maryland,Baltimore,682.03
Maryland,Baltimore city,92.08
Maryland,Calvert,345.09
Maryland,Caroline,326.06
Maryland,Carroll,452.4
Maryland,Cecil,417.88
Maryland,Charles,643.22
Maryland,Dorchester,982.92
Maryland,Frederick,667.34
Maryland,Garrett,655.9
Maryland,Harford,526.72
Maryland,Howard,253.55
Maryland,Kent,414.31
Maryland,Montgomery,507.14
Maryland,Prince George's,498.45
Maryland,Queen Anne's,509.79
Maryland,Somerset,610.78
Maryland,St. Mary's,764.5
Maryland,Talbot,476.77
Maryland,Washington,467.55
Maryland,Wicomico,399.79
Maryland,Worcester,694.73
Massachusetts,Barnstable,1305.62
Massachusetts,Berkshire,946.27
Massachusetts,Bristol,691.19
Massachusetts,Dukes,490.95
Massachusetts,Essex,828.53
Massachusetts,Franklin,724.74
Massachusetts,Hampden,634.12
Massachusetts,Hampshire,545.44
Massachusetts,Middlesex,847.54
Massachusetts,Nantucket,303.64
Massachusetts,Norfolk,443.94
Massachusetts,Plymouth,1093.39
Massachusetts,Suffolk,120.19
Massachusetts,Worcester,1579.02
Michigan,Alcona,1790.54
Michigan,Alger,5049.08
Michigan,Allegan,1833.3
Michigan,Alpena,1695
Michigan,Antrim,601.9
Michigan,Arenac,680.81
Michigan,Baraga,1068.85
Michigan,Barry,576.9
Michigan,Bay,630.91
Michigan,Benzie,859.64
Michigan,Berrien,1581.38
Michigan,Branch,519.49
Michigan,Calhoun,718.44
Michigan,Cass,508.46
Michigan,Charlevoix,1390.76
Michigan,Cheboygan,885.23
Michigan,Chippewa,2697.98
Michigan,Clare,575.22
Michigan,Clinton,574.57
Michigan,Crawford,563.37
Michigan,Delta,1991.58
Michigan,Dickinson,777.12
Michigan,Eaton,579.02
Michigan,Emmet,882.26
Michigan,Genesee,649.34
Michigan,Gladwin,516.43
Michigan,Gogebic,1476.43
Michigan,Grand Traverse,601.13
Michigan,Gratiot,571.61
Michigan,Hillsdale,607.14
Michigan,Houghton,1501.56
Michigan,Huron,2136.47
Michigan,Ingham,560.94
